交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,融资账户
金天利01  205001,2018-12-17,专项融券回购(日),-34000.0,340,2.0,1430959.69,人民币,20181217,0,
金天利01  205001,2018-12-17,专项融券购回(日),34005.59,340,2.0,1464959.69,人民币,20181214,0,
GC003  204003,2018-12-17,融券购回,1400125.81,14000,3.28,1430954.1,人民币,20181214,0,
金天利01  205001,2018-12-18,专项融券购回(日),34001.86,340,2.0,1464961.55,人民币,20181217,0,
金天利01  205001,2018-12-18,专项融券回购(日),-1434000.0,14340,2.0,30961.55,人民币,20181218,0,
金天利01  205001,2018-12-19,专项融券购回(日),1434078.58,14340,2.0,1465040.13,人民币,20181218,0,
金天利01  205001,2018-12-19,专项融券回购(日),-1434000.0,14340,2.0,31040.13,人民币,20181219,0,
金天利01  205001,2018-12-20,专项融券购回(日),1434078.58,14340,2.0,1465118.71,人民币,20181219,0,
金天利01  205001,2018-12-20,专项融券回购(日),-1435000.0,14350,2.0,30118.71,人民币,20181220,0,
GC003  204003,2018-12-21,融券回购,-1400042.0,14000,3.52,65260.26,人民币,20181221,0,
-  -,2018-12-21,利息归本,104.92,0,0.0,30223.63,人民币,20181221,0,
-  -,2018-12-21,利息归本,1.89,0,0.0,24233.11,美元,20181221,0,
金天利01  205001,2018-12-21,专项融券购回(日),1435078.63,14350,2.0,1465302.26,人民币,20181220,0,
金天利01  205001,2018-12-21,专项融券回购(日),-35000.0,350,2.0,30260.26,人民币,20181221,0,
-  -,2018-12-21,利息归本,0.01,0,0.0,10.38,人民币,20181221,0,是
金天利01  205001,2018-12-24,专项融券购回(日),35005.75,350,2.0,1465401.02,人民币,20181221,0,
金天利01  205001,2018-12-24,专项融券回购(日),-15000.0,150,2.0,1450401.02,人民币,20181224,0,
GC003  204003,2018-12-24,融券购回,1400135.01,14000,3.52,1430395.27,人民币,20181221,0,
金天利01  205001,2018-12-25,专项融券购回(日),15000.82,150,2.0,1465401.84,人民币,20181224,0,
金天利01  205001,2018-12-25,专项融券回购(日),-1415000.0,14150,2.0,50401.84,人民币,20181225,0,
金天利01  205001,2018-12-26,专项融券购回(日),1415077.53,14150,2.0,1465479.37,人民币,20181225,0,
金天利01  205001,2018-12-26,专项融券回购(日),-1415000.0,14150,2.0,50479.37,人民币,20181226,0,
金天利01  205001,2018-12-27,专项融券购回(日),1415077.53,14150,2.0,1465556.9,人民币,20181226,0,
GC007  204007,2018-12-27,融券回购,-1400070.0,14000,8.9,65486.9,人民币,20181227,0,
金天利01  205001,2018-12-27,专项融券回购(日),-15000.0,150,2.0,50486.9,人民币,20181227,0,
金天利01  205001,2018-12-28,专项融券回购(日),-15000.0,150,2.0,50487.72,人民币,20181228,0,
金天利01  205001,2018-12-28,专项融券购回(日),15000.82,150,2.0,65487.72,人民币,20181227,0,
金天利01  205001,2019-01-02,专项融券购回(日),15004.11,150,2.0,65491.83,人民币,20181228,0,
金天利01  205001,2019-01-02,专项融券回购(日),-15000.0,150,2.0,50491.83,人民币,20190102,0,
GC007  204007,2019-01-03,融券购回,1402389.59,14000,8.9,1452881.42,人民币,20181227,0,
金天利01  205001,2019-01-03,专项融券购回(日),15000.82,150,2.0,1467882.24,人民币,20190102,0,
金天利01  205001,2019-01-03,专项融券回购(日),-15000.0,150,2.0,1452882.24,人民币,20190103,0,
金天利01  205001,2019-01-04,专项融券购回(日),15000.82,150,2.0,1467883.06,人民币,20190103,0,
金天利01  205001,2019-01-04,专项融券回购(日),-1417000.0,14170,2.0,50883.06,人民币,20190104,0,
金天利01  205001,2019-01-07,专项融券购回(日),1417232.93,14170,2.0,1468115.99,人民币,20190104,0,
金天利01  205001,2019-01-07,专项融券回购(日),-1417000.0,14170,2.0,51115.99,人民币,20190107,0,
金天利01  205001,2019-01-08,专项融券购回(日),1417077.64,14170,2.0,1468193.63,人民币,20190107,0,
金天利01  205001,2019-01-08,专项融券回购(日),-1418000.0,14180,2.0,50193.63,人民币,20190108,0,
金天利01  205001,2019-01-09,专项融券购回(日),1418077.7,14180,2.0,1468271.33,人民币,20190108,0,
金天利01  205001,2019-01-09,专项融券回购(日),-1418000.0,14180,2.0,50271.33,人民币,20190109,0,
金天利01  205001,2019-01-10,专项融券回购(日),-1418000.0,14180,2.0,50349.03,人民币,20190110,0,
金天利01  205001,2019-01-10,专项融券购回(日),1418077.7,14180,2.0,1468349.03,人民币,20190109,0,
金天利01  205001,2019-01-11,专项融券回购(日),-18000.0,180,2.0,50384.73,人民币,20190111,0,
金天利01  205001,2019-01-11,专项融券购回(日),1418077.7,14180,2.0,1468426.73,人民币,20190110,0,
GC003  204003,2019-01-11,融券回购,-1400042.0,14000,2.315,68384.73,人民币,20190111,0,
金天利01  205001,2019-01-14,专项融券回购(日),-18000.0,180,2.0,1450476.48,人民币,20190114,0,
金天利01  205001,2019-01-14,专项融券购回(日),18002.96,180,2.0,1468476.48,人民币,20190111,0,
GC003  204003,2019-01-14,融券购回,1400088.79,14000,2.315,1450473.52,人民币,20190111,0,
金天利01  205001,2019-01-15,专项融券购回(日),18000.99,180,2.0,1468477.47,人民币,20190114,0,
金天利01  205001,2019-01-15,专项融券回购(日),-1418000.0,14180,2.0,50477.47,人民币,20190115,0,
金天利01  205001,2019-01-16,专项融券回购(日),-1418000.0,14180,2.0,50555.17,人民币,20190116,0,
金天利01  205001,2019-01-16,专项融券购回(日),1418077.7,14180,2.0,1468555.17,人民币,20190115,0,
金天利01  205001,2019-01-17,专项融券购回(日),1418077.7,14180,2.0,1468632.87,人民币,20190116,0,
金天利01  205001,2019-01-17,专项融券回购(日),-1418000.0,14180,2.0,50632.87,人民币,20190117,0,
金天利01  205001,2019-01-18,专项融券购回(日),1418077.7,14180,2.0,1468710.57,人民币,20190117,0,
金天利01  205001,2019-01-18,专项融券回购(日),-1418000.0,14180,2.0,50710.57,人民币,20190118,0,
金天利01  205001,2019-01-21,专项融券购回(日),1418233.1,14180,2.0,1468943.67,人民币,20190118,0,
金天利01  205001,2019-01-21,专项融券回购(日),-1418000.0,14180,2.0,50943.67,人民币,20190121,0,
金天利01  205001,2019-01-22,专项融券购回(日),1418077.7,14180,2.0,1469021.37,人民币,20190121,0,
金天利01  205001,2019-01-22,专项融券回购(日),-1418000.0,14180,2.0,51021.37,人民币,20190122,0,
金天利01  205001,2019-01-23,专项融券回购(日),-1419000.0,14190,2.0,50099.07,人民币,20190123,0,
金天利01  205001,2019-01-23,专项融券购回(日),1418077.7,14180,2.0,1469099.07,人民币,20190122,0,
金天利01  205001,2019-01-24,专项融券购回(日),1419077.75,14190,2.0,1469176.82,人民币,20190123,0,
金天利01  205001,2019-01-24,专项融券回购(日),-1419000.0,14190,2.0,50176.82,人民币,20190124,0,
金天利01  205001,2019-01-25,专项融券购回(日),1419077.75,14190,2.0,1469254.57,人民币,20190124,0,
金天利01  205001,2019-01-25,专项融券回购(日),-1419000.0,14190,2.0,50254.57,人民币,20190125,0,
金天利01  205001,2019-01-28,专项融券购回(日),1419233.26,14190,2.0,1469487.83,人民币,20190125,0,
金天利01  205001,2019-01-28,专项融券回购(日),-1419000.0,14190,2.0,50487.83,人民币,20190128,0,
金天利01  205001,2019-01-29,专项融券购回(日),1419077.75,14190,2.0,1469565.58,人民币,20190128,0,
金天利01  205001,2019-01-29,专项融券回购(日),-1419000.0,14190,2.0,50565.58,人民币,20190129,0,
金天利01  205001,2019-01-30,专项融券购回(日),1419077.75,14190,2.0,1469643.33,人民币,20190129,0,
金天利01  205001,2019-01-30,专项融券回购(日),-1419000.0,14190,2.0,50643.33,人民币,20190130,0,
金天利01  205001,2019-01-31,专项融券回购(日),-1419000.0,14190,2.0,50721.08,人民币,20190131,0,
金天利01  205001,2019-01-31,专项融券购回(日),1419077.75,14190,2.0,1469721.08,人民币,20190130,0,
金天利01  205001,2019-02-01,专项融券购回(日),1419077.75,14190,2.0,1469798.83,人民币,20190131,0,
金天利01  205001,2019-02-01,专项融券回购(日),-1419000.0,14190,2.0,50798.83,人民币,20190201,0,
金天利01  205001,2019-02-11,专项融券购回(日),1419777.53,14190,2.0,1470576.36,人民币,20190201,0,
金天利01  205001,2019-02-11,专项融券回购(日),-1419000.0,14190,2.0,51576.36,人民币,20190211,0,
金天利01  205001,2019-02-12,专项融券购回(日),1419077.75,14190,2.0,1470654.11,人民币,20190211,0,
金天利01  205001,2019-02-12,专项融券回购(日),-1420000.0,14200,2.0,50654.11,人民币,20190212,0,
金天利01  205001,2019-02-13,专项融券购回(日),1420077.81,14200,2.0,1470731.92,人民币,20190212,0,
金天利01  205001,2019-02-13,专项融券回购(日),-1420000.0,14200,2.0,50731.92,人民币,20190213,0,
金天利01  205001,2019-02-14,专项融券回购(日),-1420000.0,14200,2.0,50809.73,人民币,20190214,0,
金天利01  205001,2019-02-14,专项融券购回(日),1420077.81,14200,2.0,1470809.73,人民币,20190213,0,
金天利01  205001,2019-02-15,专项融券回购(日),-1420000.0,14200,2.0,50887.54,人民币,20190215,0,
金天利01  205001,2019-02-15,专项融券购回(日),1420077.81,14200,2.0,1470887.54,人民币,20190214,0,
金天利01  205001,2019-02-18,专项融券购回(日),1420233.42,14200,2.0,1471120.96,人民币,20190215,0,
金天利01  205001,2019-02-18,专项融券回购(日),-1420000.0,14200,2.0,51120.96,人民币,20190218,0,
金天利01  205001,2019-02-19,专项融券回购(日),-310000.0,3100,2.0,50583.87,人民币,20190219,0,
太极股份  002368,2019-02-19,证券买入,-109912.97,4100,26.8,450169.54,人民币,20190219,0,
500ETF  510500,2019-02-19,证券买入,-89585.67,18100,4.948,360583.87,人民币,20190219,0,
500ETF  510500,2019-02-19,证券买入,-250525.14,50000,5.009,1003648.54,人民币,20190219,0,
洋河股份  002304,2019-02-19,证券买入,-217025.09,2000,108.48,1254173.68,人民币,20190219,0,
金天利01  205001,2019-02-19,专项融券购回(日),1420077.81,14200,2.0,1471198.77,人民币,20190218,0,
300ETF  510300,2019-02-19,证券买入,-259502.83,75000,3.459,744145.71,人民币,20190219,0,
太极股份  002368,2019-02-19,证券买入,-184063.2,6800,27.06,560082.51,人民币,20190219,0,
金天利01  205001,2019-02-20,专项融券回购(日),-310000.0,3100,2.0,50600.86,人民币,20190220,0,
金天利01  205001,2019-02-20,专项融券购回(日),310016.99,3100,2.0,360600.86,人民币,20190219,0,
金天利01  205001,2019-02-21,专项融券购回(日),310016.99,3100,2.0,360617.85,人民币,20190220,0,
金天利01  205001,2019-02-21,专项融券回购(日),-310000.0,3100,2.0,50617.85,人民币,20190221,0,
金天利01  205001,2019-02-22,专项融券回购(日),-310000.0,3100,2.0,50634.84,人民币,20190222,0,
金天利01  205001,2019-02-22,专项融券购回(日),310016.99,3100,2.0,360634.84,人民币,20190221,0,
太极股份  002368,2019-02-25,证券卖出,99015.12,3600,27.54,668155.06,人民币,20190225,0,
金天利01  205001,2019-02-25,专项融券购回(日),310050.96,3100,2.0,360685.8,人民币,20190222,0,
500ETF  510500,2019-02-25,证券卖出,118481.14,22700,5.221,479166.94,人民币,20190225,0,
300ETF  510300,2019-02-25,证券卖出,89973.0,25000,3.6,569139.94,人民币,20190225,0,
洋河股份  002304,2019-02-25,证券卖出,66255.76,600,110.57,844183.64,人民币,20190225,0,
金天利01  205001,2019-02-25,专项融券回购(日),-310000.0,3100,2.0,534183.64,人民币,20190225,0,
太极股份  002368,2019-02-25,证券卖出,50454.32,1800,28.067,777927.88,人民币,20190225,0,
500ETF  510500,2019-02-25,证券卖出,59318.5,11300,5.251,727473.56,人民币,20190225,0,
柳钢股份  601003,2019-02-26,证券买入,-102907.92,12500,8.23,741292.71,人民币,20190226,0,
金天利01  205001,2019-02-26,专项融券购回(日),310016.99,3100,2.0,844200.63,人民币,20190225,0,
宝钢股份  600019,2019-02-26,证券买入,-102602.82,13000,7.89,638689.89,人民币,20190226,0,
金天利01  205001,2019-02-26,专项融券回购(日),-588000.0,5880,2.0,50689.89,人民币,20190226,0,
金天利01  205001,2019-02-27,专项融券购回(日),588032.22,5880,2.0,638722.11,人民币,20190226,0,
金天利01  205001,2019-02-27,专项融券回购(日),-588000.0,5880,2.0,50722.11,人民币,20190227,0,
金天利01  205001,2019-02-28,专项融券购回(日),588032.22,5880,2.0,638754.33,人民币,20190227,0,
金天利01  205001,2019-02-28,专项融券回购(日),-588000.0,5880,2.0,50754.33,人民币,20190228,0,
金天利01  205001,2019-03-01,专项融券购回(日),588032.22,5880,2.0,638786.55,人民币,20190228,0,
宝钢股份  600019,2019-03-01,证券买入,-45134.44,6000,7.52,593652.11,人民币,20190301,0,
宝钢股份  600019,2019-03-01,证券买入,-22597.23,3000,7.53,517478.81,人民币,20190301,0,
500ETF  510500,2019-03-01,证券买入,-80589.17,15000,5.371,436889.64,人民币,20190301,0,
300ETF  510300,2019-03-01,证券买入,-74202.25,20000,3.709,362687.39,人民币,20190301,0,
柳钢股份  601003,2019-03-01,证券买入,-48675.57,6000,8.11,314011.82,人民币,20190301,0,
中信证券  600030,2019-03-01,证券买入,-121688.94,5000,24.33,192322.88,人民币,20190301,0,
金天利01  205001,2019-03-01,专项融券回购(日),-53000.0,530,2.0,139322.88,人民币,20190301,0,
太极股份  002368,2019-03-01,证券买入,-53576.07,2000,26.78,540076.04,人民币,20190301,0,
金天利01  205001,2019-03-04,专项融券购回(日),53008.71,530,2.0,192331.59,人民币,20190301,0,
中信证券  600030,2019-03-04,证券卖出,122792.67,5000,24.591,315124.26,人民币,20190304,0,
太极股份  002368,2019-03-04,证券卖出,70053.81,2500,28.058,385178.07,人民币,20190304,0,
300ETF  510300,2019-03-04,证券卖出,88117.46,23300,3.783,473295.53,人民币,20190304,0,
500ETF  510500,2019-03-04,证券卖出,89671.99,16300,5.503,562967.52,人民币,20190304,0,
宝钢股份  600019,2019-03-04,证券卖出,168956.68,22000,7.69,883793.48,人民币,20190304,0,
柳钢股份  601003,2019-03-04,证券卖出,151869.28,18500,8.22,714836.8,人民币,20190304,0,
金天利01  205001,2019-03-04,专项融券回购(日),-142000.0,1420,2.0,1405429.98,人民币,20190304,0,
洋河股份  002304,2019-03-04,证券卖出,167307.21,1400,119.661,1547429.98,人民币,20190304,0,
太极股份  002368,2019-03-04,证券卖出,139318.63,5000,27.9,1380122.77,人民币,20190304,0,
300ETF  510300,2019-03-04,证券卖出,176566.41,46700,3.782,1240804.14,人民币,20190304,0,
500ETF  510500,2019-03-04,证券卖出,180444.25,32800,5.503,1064237.73,人民币,20190304,0,
金天利01  205001,2019-03-05,专项融券购回(日),142007.78,1420,2.0,1547437.76,人民币,20190304,0,
金天利01  205001,2019-03-05,专项融券回购(日),-1497000.0,14970,2.0,50437.76,人民币,20190305,0,
金天利01  205001,2019-03-06,专项融券回购(日),-1497000.0,14970,2.0,50519.79,人民币,20190306,0,
金天利01  205001,2019-03-06,专项融券购回(日),1497082.03,14970,2.0,1547519.79,人民币,20190305,0,
金天利01  205001,2019-03-07,专项融券回购(日),-1497000.0,14970,2.0,50601.82,人民币,20190307,0,
金天利01  205001,2019-03-07,专项融券购回(日),1497082.03,14970,2.0,1547601.82,人民币,20190306,0,
金天利01  205001,2019-03-08,专项融券回购(日),-1497000.0,14970,2.0,50683.85,人民币,20190308,0,
金天利01  205001,2019-03-08,专项融券购回(日),1497082.03,14970,2.0,1547683.85,人民币,20190307,0,
金天利01  205001,2019-03-11,专项融券回购(日),-1497000.0,14970,2.0,50929.93,人民币,20190311,0,
金天利01  205001,2019-03-11,专项融券购回(日),1497246.08,14970,2.0,1547929.93,人民币,20190308,0,
金天利01  205001,2019-03-12,专项融券回购(日),-1497000.0,14970,2.0,51011.96,人民币,20190312,0,
金天利01  205001,2019-03-12,专项融券购回(日),1497082.03,14970,2.0,1548011.96,人民币,20190311,0,
金天利01  205001,2019-03-13,专项融券回购(日),-1498000.0,14980,2.0,50093.99,人民币,20190313,0,
金天利01  205001,2019-03-13,专项融券购回(日),1497082.03,14970,2.0,1548093.99,人民币,20190312,0,
金天利01  205001,2019-03-14,专项融券回购(日),-1498000.0,14980,2.0,50176.07,人民币,20190314,0,
金天利01  205001,2019-03-14,专项融券购回(日),1498082.08,14980,2.0,1548176.07,人民币,20190313,0,
金天利01  205001,2019-03-15,专项融券回购(日),-966000.0,9660,2.0,50893.9,人民币,20190315,0,
绝味食品  603517,2019-03-15,证券买入,-152708.86,3400,44.9,1395549.29,人民币,20190315,0,
养元饮品  603156,2019-03-15,证券买入,-126868.61,2600,48.78,1129538.94,人民币,20190315,0,
煌上煌  002695,2019-03-15,证券买入,-139141.74,10700,13.0,1256407.55,人民币,20190315,0,
金天利01  205001,2019-03-15,专项融券购回(日),1498082.08,14980,2.0,1548258.15,人民币,20190314,0,
伊利股份  600887,2019-03-15,证券买入,-112645.04,4200,26.812,1016893.9,人民币,20190315,0,
金天利01  205001,2019-03-18,专项融券回购(日),-966000.0,9660,2.0,51052.69,人民币,20190318,0,
金天利01  205001,2019-03-18,专项融券购回(日),966158.79,9660,2.0,1017052.69,人民币,20190315,0,
金天利01  205001,2019-03-19,专项融券回购(日),-967000.0,9670,2.0,50105.62,人民币,20190319,0,
金天利01  205001,2019-03-19,专项融券购回(日),966052.93,9660,2.0,1017105.62,人民币,20190318,0,
金天利01  205001,2019-03-20,专项融券购回(日),967052.99,9670,2.0,1017158.61,人民币,20190319,0,
金天利01  205001,2019-03-20,专项融券回购(日),-967000.0,9670,2.0,50158.61,人民币,20190320,0,
-  -,2019-03-21,利息归本,156.76,0,0.0,50315.37,人民币,20190321,0,
金天利01  205001,2019-03-21,专项融券购回(日),967052.99,9670,2.0,1017368.36,人民币,20190320,0,
-  -,2019-03-21,利息归本,2.99,0,0.0,24236.1,美元,20190321,0,
金天利01  205001,2019-03-21,专项融券回购(日),-967000.0,9670,2.0,50368.36,人民币,20190321,0,
-  -,2019-03-21,利息归本,0.01,0,0.0,10.39,人民币,20190321,0,是
金天利01  205001,2019-03-22,专项融券回购(日),-967000.0,9670,2.0,50421.35,人民币,20190322,0,
金天利01  205001,2019-03-22,专项融券购回(日),967052.99,9670,2.0,1017421.35,人民币,20190321,0,
金天利01  205001,2019-03-25,专项融券回购(日),-967000.0,9670,2.0,50580.31,人民币,20190325,0,
金天利01  205001,2019-03-25,专项融券购回(日),967158.96,9670,2.0,1017580.31,人民币,20190322,0,
金天利01  205001,2019-03-26,专项融券回购(日),-967000.0,9670,2.0,50633.3,人民币,20190326,0,
金天利01  205001,2019-03-26,专项融券购回(日),967052.99,9670,2.0,1017633.3,人民币,20190325,0,
金天利01  205001,2019-03-27,专项融券购回(日),967052.99,9670,2.0,1017686.29,人民币,20190326,0,
金天利01  205001,2019-03-27,专项融券回购(日),-967000.0,9670,2.0,50686.29,人民币,20190327,0,
金天利01  205001,2019-03-28,专项融券回购(日),-967000.0,9670,2.0,334851.74,人民币,20190328,0,
伊利股份  600887,2019-03-28,证券卖出,117612.54,4200,28.04,1301851.74,人民币,20190328,0,
绝味食品  603517,2019-03-28,证券卖出,166499.92,3400,49.035,1184239.2,人民币,20190328,0,
金天利01  205001,2019-03-28,专项融券购回(日),967052.99,9670,2.0,1017739.28,人民币,20190327,0,
金天利01  205001,2019-03-29,专项融券回购(日),-1251000.0,12510,2.0,50904.73,人民币,20190329,0,
金天利01  205001,2019-03-29,专项融券购回(日),967052.99,9670,2.0,1301904.73,人民币,20190328,0,
金天利01  205001,2019-04-01,专项融券购回(日),1251205.64,12510,2.0,1302110.37,人民币,20190329,0,
国海证券  000750,2019-04-01,证券买入,-260029.99,42200,6.16,1042080.38,人民币,20190401,0,
爱建集团  600643,2019-04-01,证券买入,-208186.6,17200,12.1,833893.78,人民币,20190401,0,
金徽酒  603919,2019-04-01,证券买入,-207118.24,12800,16.176,626775.54,人民币,20190401,0,
柳钢股份  601003,2019-04-01,证券买入,-184288.95,23000,8.01,442486.59,人民币,20190401,0,
羚锐制药  600285,2019-04-01,证券买入,-109176.93,12100,9.02,219523.26,人民币,20190401,0,
伊力特  600197,2019-04-01,证券买入,-107534.4,5000,21.5,111988.86,人民币,20190401,0,
金天利01  205001,2019-04-01,专项融券回购(日),-61000.0,610,2.0,50988.86,人民币,20190401,0,
水井坊  600779,2019-04-01,证券买入,-113786.4,2500,45.5,328700.19,人民币,20190401,0,
金天利01  205001,2019-04-02,专项融券购回(日),61003.34,610,2.0,111992.2,人民币,20190401,0,
赢合科技  300457,2019-04-02,证券买入,-111403.4,4300,25.9,588.8,人民币,20190402,0,
柳钢股份  601003,2019-04-08,证券卖出,186283.77,23000,8.11,186872.57,人民币,20190408,0,
羚锐制药  600285,2019-04-08,证券卖出,119173.47,12100,9.862,306046.04,人民币,20190408,0,
爱建集团  600643,2019-04-08,证券卖出,212548.74,17200,12.374,518594.78,人民币,20190408,0,
煌上煌  002695,2019-04-08,证券卖出,137878.51,10700,12.903,656473.29,人民币,20190408,0,
金徽酒  603919,2019-04-08,证券卖出,204913.16,12800,16.03,861386.45,人民币,20190408,0,
养元饮品  603156,2019-04-09,证券卖出,150626.91,2600,58.01,1602303.53,人民币,20190409,0,
赢合科技  300457,2019-04-09,证券卖出,110795.78,4300,25.8,972182.23,人民币,20190409,0,
国海证券  000750,2019-04-09,证券卖出,256663.91,42200,6.09,1228846.14,人民币,20190409,0,
水井坊  600779,2019-04-09,证券卖出,119267.35,2500,47.77,1348113.49,人民币,20190409,0,
伊力特  600197,2019-04-09,证券卖出,103563.13,5000,20.74,1451676.62,人民币,20190409,0,
金天利01  205001,2019-04-09,专项融券回购(日),-811000.0,8110,2.0,791303.53,人民币,20190409,0,
金天利01  205001,2019-04-10,专项融券购回(日),811044.44,8110,2.0,1602347.97,人民币,20190409,0,
金天利01  205001,2019-04-10,专项融券回购(日),-1552000.0,15520,2.0,50347.97,人民币,20190410,0,
金天利01  205001,2019-04-11,专项融券购回(日),1552085.04,15520,2.0,1602433.01,人民币,20190410,0,
金天利01  205001,2019-04-12,专项融券回购(日),-1552000.0,15520,2.0,50433.01,人民币,20190412,0,
金天利01  205001,2019-04-15,专项融券购回(日),1552255.12,15520,2.0,1602688.13,人民币,20190412,0,
金天利01  205001,2019-04-16,专项融券回购(日),-1552000.0,15520,2.0,50688.13,人民币,20190416,0,
金天利01  205001,2019-04-17,专项融券购回(日),1552085.04,15520,2.0,1602773.17,人民币,20190416,0,
金天利01  205001,2019-04-17,专项融券回购(日),-1552000.0,15520,2.0,50773.17,人民币,20190417,0,
金天利01  205001,2019-04-18,专项融券回购(日),-1552000.0,15520,2.0,50858.21,人民币,20190418,0,
金天利01  205001,2019-04-18,专项融券购回(日),1552085.04,15520,2.0,1602858.21,人民币,20190417,0,
金天利01  205001,2019-04-19,专项融券回购(日),-1552000.0,15520,2.0,50943.25,人民币,20190419,0,
金天利01  205001,2019-04-19,专项融券购回(日),1552085.04,15520,2.0,1602943.25,人民币,20190418,0,
金天利01  205001,2019-04-22,专项融券购回(日),1552255.12,15520,2.0,1603198.37,人民币,20190419,0,
金天利01  205001,2019-04-22,专项融券回购(日),-1552000.0,15520,2.0,51198.37,人民币,20190422,0,
金天利01  205001,2019-04-23,专项融券购回(日),1552085.04,15520,2.0,1603283.41,人民币,20190422,0,
金天利01  205001,2019-04-23,专项融券回购(日),-1553000.0,15530,2.0,50283.41,人民币,20190423,0,
金天利01  205001,2019-04-24,专项融券购回(日),1553085.1,15530,2.0,1603368.51,人民币,20190423,0,
金天利01  205001,2019-04-24,专项融券回购(日),-1553000.0,15530,2.0,50368.51,人民币,20190424,0,
金天利01  205001,2019-04-25,专项融券购回(日),1553085.1,15530,2.0,1603453.61,人民币,20190424,0,
金天利01  205001,2019-04-25,专项融券回购(日),-1553000.0,15530,2.0,50453.61,人民币,20190425,0,
金天利01  205001,2019-04-26,专项融券购回(日),1553085.1,15530,2.0,1603538.71,人民币,20190425,0,
金天利01  205001,2019-04-26,专项融券回购(日),-1553000.0,15530,2.0,50538.71,人民币,20190426,0,
金天利01  205001,2019-04-29,专项融券购回(日),1553255.29,15530,2.0,1603794.0,人民币,20190426,0,
金天利01  205001,2019-04-29,专项融券回购(日),-1553000.0,15530,2.0,50794.0,人民币,20190429,0,
金天利01  205001,2019-04-30,专项融券购回(日),1553085.1,15530,2.0,1603879.1,人民币,20190429,0,
金天利01  205001,2019-04-30,专项融券回购(日),-1553000.0,15530,2.0,50879.1,人民币,20190430,0,
金天利01  205001,2019-05-06,专项融券购回(日),1553510.58,15530,2.0,1604389.68,人民币,20190430,0,
金天利01  205001,2019-05-06,专项融券回购(日),-1553000.0,15530,2.0,51389.68,人民币,20190506,0,
金天利01  205001,2019-05-07,专项融券购回(日),1553085.1,15530,2.0,1604474.78,人民币,20190506,0,
金天利01  205001,2019-05-07,专项融券回购(日),-1554000.0,15540,2.0,50474.78,人民币,20190507,0,
金天利01  205001,2019-05-08,专项融券购回(日),1554085.15,15540,2.0,1604559.93,人民币,20190507,0,
金天利01  205001,2019-05-08,专项融券回购(日),-1554000.0,15540,2.0,50559.93,人民币,20190508,0,
金天利01  205001,2019-05-09,专项融券购回(日),1554085.15,15540,2.0,1604645.08,人民币,20190508,0,
金天利01  205001,2019-05-09,专项融券回购(日),-1554000.0,15540,1.9,50645.08,人民币,20190509,0,
金天利01  205001,2019-05-10,专项融券购回(日),1554080.89,15540,1.9,1604725.97,人民币,20190509,0,
金天利01  205001,2019-05-10,专项融券回购(日),-1554000.0,15540,1.9,50725.97,人民币,20190510,0,
金天利01  205001,2019-05-13,专项融券购回(日),1554242.68,15540,1.9,1604968.65,人民币,20190510,0,
金天利01  205001,2019-05-13,专项融券回购(日),-1554000.0,15540,1.9,50968.65,人民币,20190513,0,
金天利01  205001,2019-05-14,专项融券回购(日),-1554000.0,15540,1.9,51049.54,人民币,20190514,0,
金天利01  205001,2019-05-14,专项融券购回(日),1554080.89,15540,1.9,1605049.54,人民币,20190513,0,
山西汾酒  600809,2019-05-15,证券买入,-156190.97,2700,57.83,1118016.97,人民币,20190515,0,
古井贡酒  000596,2019-05-15,证券买入,-169550.86,1500,113.0,1274207.94,人民币,20190515,0,
羚锐制药  600285,2019-05-15,证券买入,-161371.63,18500,8.72,1443758.8,人民币,20190515,0,
金天利01  205001,2019-05-15,专项融券购回(日),1554080.89,15540,1.9,1605130.43,人民币,20190514,0,
金天利01  205001,2019-05-15,专项融券回购(日),-1050000.0,10500,1.9,68016.97,人民币,20190515,0,
金天利01  205001,2019-05-16,专项融券回购(日),-1068000.0,10680,2.0,74537.54,人民币,20190516,0,
华帝股份  002035,2019-05-16,证券买入,-157487.25,12000,13.12,1142537.54,人民币,20190516,0,
金天利01  205001,2019-05-16,专项融券购回(日),1050054.66,10500,1.9,1118071.63,人民币,20190515,0,
古井贡酒  000596,2019-05-16,证券卖出,181953.16,1500,121.46,1300024.79,人民币,20190516,0,
金天利01  205001,2019-05-17,专项融券回购(日),-1092000.0,10920,2.0,519668.06,人民币,20190517,0,
山西汾酒  600809,2019-05-17,证券卖出,159682.94,2700,59.22,1611668.06,人民币,20190517,0,
华帝股份  002035,2019-05-17,证券卖出,149924.84,12000,12.51,1292520.9,人民币,20190517,0,
羚锐制药  600285,2019-05-17,证券卖出,159464.22,18500,8.631,1451985.12,人民币,20190517,0,
金天利01  205001,2019-05-17,专项融券购回(日),1068058.52,10680,2.0,1142596.06,人民币,20190516,0,
金天利01  205001,2019-05-20,专项融券回购(日),-1561000.0,15610,2.0,50847.57,人民币,20190520,0,
金天利01  205001,2019-05-20,专项融券购回(日),1092179.51,10920,2.0,1611847.57,人民币,20190517,0,
金天利01  205001,2019-05-21,专项融券回购(日),-1120000.0,11200,2.0,50104.95,人民币,20190521,0,
羚锐制药  600285,2019-05-21,证券买入,-129526.44,14500,8.93,1170104.95,人民币,20190521,0,
