交易证券,交收日期,摘要,发生金额,成交数量,成交价格,资金余额,货币代码,委托日期,结算汇率,年度,证券代码,证券名称,融资账户
路桥建设  600263,20070806,证券买入,-128314.88,6700,19.07,0,人民币,20070806,-,2007,600263,路桥建设  ,
-  -,20070806,资金冻结,126211.77,0,0,0,人民币,0,-,2007,  -,-,
-  -,20070806,资金冻结,2988.37,0,0,0,美元,0,-,2007,  -,-,
-  -,20070806,资金冻结,564.93,0,0,0,人民币,0,-,2007,  -,-,
云化CWB1  580012,20070806,证券买入,-126211.27,6600,19.1,0,人民币,20070806,-,2007,580012,云化CWB1  ,
亚泰集团  600881,20070806,证券卖出,229262.48,8900,25.87,0,人民币,20070806,-,2007,600881,亚泰集团  ,
路桥建设  600263,20070806,证券买入,-228474.87,11800,19.28,0,人民币,20070806,-,2007,600263,路桥建设  ,
云化CWB1  580012,20070806,证券卖出,126963.46,6600,19.26,0,人民币,20070806,-,2007,580012,云化CWB1  ,
陆家Ｂ股  900932,20070807,Tn证券卖出,3008.3,1200,2.519,3008.3,美元,20070807,-,2007,900932,陆家Ｂ股  ,
亚泰集团  600881,20070807,证券卖出,252671.82,9999,25.378,0,人民币,20070807,-,2007,600881,亚泰集团  ,
路桥建设  600263,20070807,证券卖出,355156.34,18500,19.28,0,人民币,20070807,-,2007,600263,路桥建设  ,
云化CWB1  580012,20070807,证券买入,-251834.64,13300,18.912,0,人民币,20070807,-,2007,580012,云化CWB1  ,
-  -,20070808,资金冻结,110827.33,0,0,0,人民币,0,-,2007,  -,-,
-  -,20070808,资金冻结,58976.29,0,0,0,人民币,0,-,2007,  -,-,
-  -,20070808,资金冻结,185055.5,0,0,0,人民币,0,-,2007,  -,-,
陆家Ｂ股  900932,20070808,Tn证券买入,-2987.46,1200,2.478,-25.62,美元,20070808,-,2007,900932,陆家Ｂ股  ,
-  -,20070808,资金冻结,2961.84,0,0,0,美元,0,-,2007,  -,-,
云化CWB1  580012,20070808,证券买入,-184943.67,10200,18.11,0,人民币,20070808,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070808,证券买入,-110724.31,6000,18.432,0,人民币,20070808,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070808,证券买入,-59078.31,3200,18.44,0,人民币,20070808,-,2007,580012,云化CWB1  ,
亚泰集团  600881,20070809,证券买入,-107628.16,3900,27.48,0,人民币,20070809,-,2007,600881,亚泰集团  ,
云化CWB1  580012,20070809,证券卖出,109548.38,6000,18.28,0,人民币,20070809,-,2007,580012,云化CWB1  ,
亚泰集团  600881,20070809,证券买入,-111335.94,4100,27.04,0,人民币,20070809,-,2007,600881,亚泰集团  ,
陆家Ｂ股  900932,20070809,Tn证券卖出,3016.66,1200,2.526,3016.66,美元,20070809,-,2007,900932,陆家Ｂ股  ,
云化CWB1  580012,20070809,证券卖出,110089.54,6000,18.37,0,人民币,20070809,-,2007,580012,云化CWB1  ,
-  -,20070809,资金冻结,1288.08,0,0,0,人民币,0,-,2007,  -,-,
陆家Ｂ股  900932,20070810,红利入账,69.8,8170,0.009,0,美元,0,-,2007,900932,陆家Ｂ股  ,
陆家Ｂ股  900932,20070810,Tn证券买入,-2961.34,1200,2.456,-2961.34,美元,20070810,-,2007,900932,陆家Ｂ股  ,
亚泰集团  600881,20070813,证券卖出,19.38,1,25.46,0,人民币,20070813,-,2007,600881,亚泰集团  ,
-  -,20070814,资金冻结,2018.89,0,0,0,人民币,0,-,2007,  -,-,
亚泰集团  600881,20070814,证券卖出,213487.41,7999,26.803,0,人民币,20070814,-,2007,600881,亚泰集团  ,
云化CWB1  580012,20070814,证券买入,-214407.58,11800,18.148,0,人民币,20070814,-,2007,580012,云化CWB1  ,
中集ZYP1  038006,20070816,证券买入,-10062.06,3000,3.35,0,人民币,20070816,-,2007,38006,中集ZYP1  ,
-  -,20070816,资金冻结,1045.21,0,0,0,人民币,0,-,2007,  -,-,
云化CWB1  580012,20070816,证券卖出,8942.26,500,17.906,0,人民币,20070816,-,2007,580012,云化CWB1  ,
中集ZYP1  038006,20070816,证券卖出,9948.05,3000,3.32,0,人民币,20070816,-,2007,38006,中集ZYP1  ,
云化CWB1  580012,20070816,证券买入,-8990.28,500,17.959,0,人民币,20070816,-,2007,580012,云化CWB1  ,
-  -,20070816,资金冻结,90.11,0,0,0,人民币,0,-,2007,  -,-,
中集ZYP1  038006,20070817,证券卖出,183787.19,45100,4.08,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
中集ZYP1  038006,20070817,证券买入,-198357.74,52000,3.81,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
中集ZYP1  038006,20070817,证券卖出,200728.84,52200,3.85,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
中集ZYP1  038006,20070817,证券买入,-199904.6,51000,3.915,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
中集ZYP1  038006,20070817,证券卖出,122674.61,31000,3.962,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
中集ZYP1  038006,20070817,证券卖出,119796.07,30000,3.998,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
云化CWB1  580012,20070817,证券买入,-242531.89,13400,18.078,0,人民币,20070817,-,2007,580012,云化CWB1  ,
中集ZYP1  038006,20070817,证券卖出,357590.38,90000,3.978,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
云化CWB1  580012,20070817,证券买入,-177590.96,9800,18.1,0,人民币,20070817,-,2007,580012,云化CWB1  ,
中集ZYP1  038006,20070817,证券买入,-180797.1,45100,4.004,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
云化CWB1  580012,20070817,证券买入,-183830.53,10200,18.001,0,人民币,20070817,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070817,证券卖出,92389,5000,18.5,0,人民币,20070817,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070817,证券买入,-92573.96,5100,18.13,0,人民币,20070817,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070817,证券卖出,64787.66,3500,18.533,0,人民币,20070817,-,2007,580012,云化CWB1  ,
亚泰集团  600881,20070817,证券买入,-63051.35,2400,26.16,0,人民币,20070817,-,2007,600881,亚泰集团  ,
中集ZYP1  038006,20070817,证券买入,-169020.99,45200,3.735,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
云化CWB1  580012,20070817,证券卖出,361405.81,20000,18.092,0,人民币,20070817,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070817,证券卖出,223693.75,12500,17.917,0,人民币,20070817,-,2007,580012,云化CWB1  ,
中集ZYP1  038006,20070817,证券买入,-218061.36,55000,3.96,0,人民币,20070817,-,2007,38006,中集ZYP1  ,
-  -,20070817,资金冻结,343.86,0,0,0,人民币,0,-,2007,  -,-,
-  -,20070817,资金冻结,226.37,0,0,0,人民币,0,-,2007,  -,-,
-  -,20070817,资金冻结,46.79,0,0,0,人民币,0,-,2007,  -,-,
亚泰集团  600881,20070820,证券买入,-65918.1,2400,27.35,161836.39,人民币,20070820,-,2007,600881,亚泰集团  ,
亚泰集团  600881,20070820,证券买入,-67219.54,2400,27.89,94616.85,人民币,20070820,-,2007,600881,亚泰集团  ,
云化CWB1  580012,20070820,证券卖出,113670.43,6000,18.968,208287.28,人民币,20070820,-,2007,580012,云化CWB1  ,
深发SFC1  031003,20070820,证券买入,-207104.23,10200,20.28,1183.05,人民币,20070820,-,2007,31003,深发SFC1  ,
云化CWB1  580012,20070820,证券卖出,115109.7,6000,19.208,116292.75,人民币,20070820,-,2007,580012,云化CWB1  ,
深发SFC1  031003,20070820,证券买入,-114587.64,5700,20.079,1705.11,人民币,20070820,-,2007,31003,深发SFC1  ,
深发SFC1  031003,20070820,证券卖出,100579.16,5000,20.14,101380.62,人民币,20070820,-,2007,31003,深发SFC1  ,
深发SFC1  031003,20070820,证券买入,-116139.2,5800,20,801.46,人民币,20070820,-,2007,31003,深发SFC1  ,
深发SFC1  031003,20070820,证券买入,-100092.07,5000,19.994,1288.55,人民币,20070820,-,2007,31003,深发SFC1  ,
亚泰集团  600881,20070820,证券卖出,68779.49,2400,28.78,70068.04,人民币,20070820,-,2007,600881,亚泰集团  ,
亚泰集团  600881,20070820,证券买入,-68810.18,2400,28.55,1257.86,人民币,20070820,-,2007,600881,亚泰集团  ,
深发SFC1  031003,20070820,证券卖出,99330.66,5000,19.89,100588.52,人民币,20070820,-,2007,31003,深发SFC1  ,
云化CWB1  580012,20070820,证券卖出,112592.73,6000,18.788,227754.49,人民币,20070820,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070820,证券卖出,115235.55,6000,19.229,116940.66,人民币,20070820,-,2007,580012,云化CWB1  ,
亚泰集团  600881,20070820,证券买入,-98232.23,3400,28.77,2356.29,人民币,20070820,-,2007,600881,亚泰集团  ,
-  -,20070820,银行转证券,100,0,0,100,人民币,20070820,-,2007,  -,-,
云化CWB1  580012,20070820,证券卖出,115061.76,6000,19.2,115161.76,人民币,20070820,-,2007,580012,云化CWB1  ,
-  -,20070821,银行转证券,2379.42,0,0,4735.71,人民币,20070821,-,2007,  -,-,
深发SFC1  031003,20070821,证券买入,-3982.6,200,19.888,753.11,人民币,20070821,-,2007,31003,深发SFC1  ,
亚泰集团  600881,20070821,证券买入,-54409.36,1800,30.1,46023.99,人民币,20070821,-,2007,600881,亚泰集团  ,
深发SFC1  031003,20070821,证券卖出,99680.24,5000,19.96,100433.35,人民币,20070821,-,2007,31003,深发SFC1  ,
北方天鸟  600435,20070821,证券买入,-45300.25,2800,16.11,723.74,人民币,20070821,-,2007,600435,北方天鸟  ,
深发SFC1  031003,20070821,证券卖出,37914.55,1900,19.979,38638.29,人民币,20070821,-,2007,31003,深发SFC1  ,
北方天鸟  600435,20070821,证券买入,-37649.76,2300,16.3,988.53,人民币,20070821,-,2007,600435,北方天鸟  ,
津滨发展  000897,20070822,证券卖出,147908.18,7100,20.92,148896.71,人民币,20070822,-,2007,897,津滨发展  ,
深发SFC1  031003,20070822,证券买入,-148015.88,7400,19.978,880.83,人民币,20070822,-,2007,31003,深发SFC1  ,
深发SFC1  031003,20070822,证券卖出,148713.33,7400,20.121,149594.16,人民币,20070822,-,2007,31003,深发SFC1  ,
北方天鸟  600435,20070822,证券买入,-141554.61,8600,16.39,8039.55,人民币,20070822,-,2007,600435,北方天鸟  ,
北方天鸟  600435,20070822,证券买入,-6946.05,400,17.29,1093.5,人民币,20070822,-,2007,600435,北方天鸟  ,
深发SFC1  031003,20070823,证券卖出,197486.73,10000,19.772,198580.23,人民币,20070823,-,2007,31003,深发SFC1  ,
津滨发展  000897,20070823,证券买入,-197626.56,10000,19.68,953.67,人民币,20070823,-,2007,897,津滨发展  ,
亚泰集团  600881,20070824,证券卖出,101927.09,3000,34.12,102880.76,人民币,20070824,-,2007,600881,亚泰集团  ,
津滨发展  000897,20070824,证券买入,-102030.73,5200,19.539,850.03,人民币,20070824,-,2007,897,津滨发展  ,
亚泰集团  600881,20070824,证券卖出,81469.97,2400,34.09,82320,人民币,20070824,-,2007,600881,亚泰集团  ,
津滨发展  000897,20070824,证券买入,-81026.89,4100,19.68,1293.11,人民币,20070824,-,2007,897,津滨发展  ,
五粮YGP1  038004,20070827,证券买入,-212841.7,41700,5.098,1844.96,人民币,20070827,-,2007,38004,五粮YGP1  ,
津滨发展  000897,20070827,证券卖出,355872.52,19299,18.518,358502.78,人民币,20070827,-,2007,897,津滨发展  ,
亚泰集团  600881,20070827,证券买入,-130615.18,3900,33.35,2630.26,人民币,20070827,-,2007,600881,亚泰集团  ,
亚泰集团  600881,20070827,证券买入,-80306.27,2400,33.32,133245.44,人民币,20070827,-,2007,600881,亚泰集团  ,
亚泰集团  600881,20070827,证券卖出,213393.55,7001,30.61,214686.66,人民币,20070827,-,2007,600881,亚泰集团  ,
五粮YGP1  038004,20070827,证券卖出,211706.75,41700,5.083,213551.71,人民币,20070827,-,2007,38004,五粮YGP1  ,
南航JTP1  580989,20070828,证券买入,-111133.2,50000,2.22,247369.58,人民币,20070828,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070828,证券买入,-110832.84,50000,2.214,136536.74,人民币,20070828,-,2007,580989,南航JTP1  ,
亚泰集团  600881,20070828,证券买入,-134546.92,4200,31.9,1989.82,人民币,20070828,-,2007,600881,亚泰集团  ,
南航JTP1  580989,20070828,证券卖出,217838.28,100000,2.181,219828.1,人民币,20070828,-,2007,580989,南航JTP1  ,
亚泰集团  600881,20070828,证券买入,-66261.23,2100,31.42,153566.87,人民币,20070828,-,2007,600881,亚泰集团  ,
南航JTP1  580989,20070828,证券买入,-152222.45,70000,2.172,1344.42,人民币,20070828,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070828,证券买入,-151480.16,71300,2.122,43.83,人民币,20070828,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070828,证券卖出,155674.77,71300,2.186,155718.6,人民币,20070828,-,2007,580989,南航JTP1  ,
津滨发展  000897,20070828,证券买入,-154116.59,8800,17.44,1602.01,人民币,20070828,-,2007,897,津滨发展  ,
南航JTP1  580989,20070828,证券卖出,150179.57,70000,2.148,151523.99,人民币,20070828,-,2007,580989,南航JTP1  ,
津滨发展  000897,20070830,证券卖出,148445.89,8800,16.94,150047.9,人民币,20070830,-,2007,897,津滨发展  ,
新华光  600184,20070830,证券买入,-150005.15,7800,19.15,42.75,人民币,20070830,-,2007,600184,新华光  ,
亚泰集团  600881,20070904,证券卖出,369624.37,12600,29.46,369667.12,人民币,20070904,-,2007,600881,亚泰集团  ,
南航JTP1  580989,20070904,证券买入,-205846.72,100000,2.056,163820.4,人民币,20070904,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070904,证券买入,-162755.07,80000,2.032,1065.33,人民币,20070904,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070904,证券卖出,365860.44,180000,2.035,366925.77,人民币,20070904,-,2007,580989,南航JTP1  ,
亚泰集团  600881,20070904,证券买入,-364733.83,12400,29.29,2191.94,人民币,20070904,-,2007,600881,亚泰集团  ,
新华光  600184,20070904,证券买入,-1899.66,100,18.88,292.28,人民币,20070904,-,2007,600184,新华光  ,
新华光  600184,20070905,证券卖出,103507.99,5400,19.25,103800.27,人民币,20070905,-,2007,600184,新华光  ,
津滨发展  000897,20070905,证券卖出,12.5,1,17.55,103812.77,人民币,20070905,-,2007,897,津滨发展  ,
亚泰集团  600881,20070905,证券卖出,245161.55,8400,29.31,348974.32,人民币,20070905,-,2007,600881,亚泰集团  ,
南航JTP1  580989,20070905,证券买入,-101621.8,50000,2.03,247352.52,人民币,20070905,-,2007,580989,南航JTP1  ,
云化CWB1  580012,20070905,证券卖出,109768.12,5000,21.98,249417.85,人民币,20070905,-,2007,580012,云化CWB1  ,
云化CWB1  580012,20070905,证券买入,-107702.79,5000,21.515,139649.73,人民币,20070905,-,2007,580012,云化CWB1  ,
伊利CWB1  580009,20070905,证券买入,-124628.88,4700,26.485,2049.23,人民币,20070905,-,2007,580009,伊利CWB1  ,
南航JTP1  580989,20070905,证券卖出,101927.54,50000,2.041,126678.11,人民币,20070905,-,2007,580989,南航JTP1  ,
中化CWB1  580011,20070905,证券买入,-224667.28,15000,14.96,24750.57,人民币,20070905,-,2007,580011,中化CWB1  ,
亚泰集团  600881,20070907,证券买入,-111028.35,4000,27.64,199921.48,人民币,20070907,-,2007,600881,亚泰集团  ,
新华光  600184,20070907,证券买入,-46145.49,2500,18.38,310949.83,人民币,20070907,-,2007,600184,新华光  ,
伊利CWB1  580009,20070907,证券卖出,356112.55,13700,26.025,357095.32,人民币,20070907,-,2007,580009,伊利CWB1  ,
伊利CWB1  580009,20070907,证券买入,-120739.01,4500,26.799,982.77,人民币,20070907,-,2007,580009,伊利CWB1  ,
中化CWB1  580011,20070907,证券卖出,240161.46,15000,16.03,242210.69,人民币,20070907,-,2007,580011,中化CWB1  ,
伊利CWB1  580009,20070907,证券买入,-120488.91,4500,26.743,121721.78,人民币,20070907,-,2007,580009,伊利CWB1  ,
中化CWB1  580011,20070910,证券卖出,190331.33,12000,15.88,202444.81,人民币,20070910,-,2007,580011,中化CWB1  ,
特发信息  000070,20070910,证券买入,-201213.42,15000,13.358,1231.39,人民币,20070910,-,2007,70,特发信息  ,
中化CWB1  580011,20070910,证券买入,-187808,12000,15.632,12113.48,人民币,20070910,-,2007,580011,中化CWB1  ,
新华光  600184,20070917,证券买入,-44478.52,2500,17.716,66884.35,人民币,20070917,-,2007,600184,新华光  ,
亚泰集团  600881,20070917,证券卖出,110131.48,4000,27.65,111362.87,人民币,20070917,-,2007,600881,亚泰集团  ,
新华光  600184,20070918,证券买入,-66123.24,3700,17.795,761.11,人民币,20070918,-,2007,600184,新华光  ,
新华光  600184,20070918,证券卖出,67495.61,3700,18.32,68256.72,人民币,20070918,-,2007,600184,新华光  ,
新华光  600184,20070918,证券卖出,69938.21,3800,18.483,71848.15,人民币,20070918,-,2007,600184,新华光  ,
路桥建设  600263,20070918,证券买入,-69735.15,3500,19.84,2113,人民币,20070918,-,2007,600263,路桥建设  ,
路桥建设  600263,20070918,证券买入,-66346.78,3300,20.02,1909.94,人民币,20070918,-,2007,600263,路桥建设  ,
-  -,20070921,利息归本,14.67,0,0,2127.67,人民币,20070921,-,2007,  -,-,
-  -,20070921,利息税代扣,-0.73,0,0,2126.94,人民币,20070921,-,2007,  -,-,
路桥建设  600263,20070924,证券买入,-28591.07,1500,18.98,17609.99,人民币,20070924,-,2007,600263,路桥建设  ,
特发信息  000070,20070924,证券卖出,87829.56,7500,11.76,89956.5,人民币,20070924,-,2007,70,特发信息  ,
赣能股份  000899,20070924,证券买入,-89248.28,7500,11.85,708.22,人民币,20070924,-,2007,899,赣能股份  ,
新华光  600184,20070924,证券卖出,45492.84,2483,18.4,46201.06,人民币,20070924,-,2007,600184,新华光  ,
路桥建设  600263,20070924,证券买入,-17218.01,900,19.05,391.98,人民币,20070924,-,2007,600263,路桥建设  ,
南航JTP1  580989,20070925,证券买入,-16121.32,9700,1.66,6980.23,人民币,20070925,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070925,证券买入,-6814.17,4100,1.66,166.06,人民币,20070925,-,2007,580989,南航JTP1  ,
特发信息  000070,20070925,证券卖出,89087.32,7499,11.93,89253.38,人民币,20070925,-,2007,70,特发信息  ,
南航JTP1  580989,20070925,证券买入,-23037.67,13762,1.672,66215.71,人民币,20070925,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070925,证券买入,-66028.14,39000,1.691,187.57,人民币,20070925,-,2007,580989,南航JTP1  ,
南航JTP1  580989,20070925,证券卖出,113152.57,66562,1.702,113340.14,人民币,20070925,-,2007,580989,南航JTP1  ,
赣能股份  000899,20070925,证券买入,-94818.59,8500,11.108,18521.55,人民币,20070925,-,2007,899,赣能股份  ,
亚泰集团  600881,20070925,证券买入,-16335.32,600,27.11,2186.23,人民币,20070925,-,2007,600881,亚泰集团  ,
赣能股份  000899,20070925,证券买入,-1097.27,100,10.89,1088.96,人民币,20070925,-,2007,899,赣能股份  ,
新华光  600184,20070925,证券卖出,22709.57,1217,18.74,23101.55,人民币,20070925,-,2007,600184,新华光  ,
抚顺特钢  600399,20070926,证券卖出,7.94,1,13.98,1096.9,人民币,20070926,-,2007,600399,抚顺特钢  ,
特发信息  000070,20070928,证券卖出,6.19,1,11.22,1103.09,人民币,20070928,-,2007,70,特发信息  ,
赣能股份  000899,20071010,证券卖出,78240.01,8100,9.7,79343.1,人民币,20071010,-,2007,899,赣能股份  ,
*ST源发  600757,20071010,证券买入,-77375.57,12000,6.42,1967.53,人民币,20071010,-,2007,600757,*ST源发  ,
*ST源发  600757,20071010,证券买入,-1904.68,300,6.31,62.85,人民币,20071010,-,2007,600757,*ST源发  ,
*ST源发  600757,20071011,证券卖出,79969.36,12300,6.53,80032.21,人民币,20071011,-,2007,600757,*ST源发  ,
亚泰集团  600881,20071011,证券买入,-78898.88,2900,27.092,1133.33,人民币,20071011,-,2007,600881,亚泰集团  ,
赣能股份  000899,20071012,证券买入,-884.63,100,8.77,248.7,人民币,20071012,-,2007,899,赣能股份  ,
恒生电子  600570,20071015,证券买入,-71912.97,2200,32.55,2613.03,人民币,20071015,-,2007,600570,恒生电子  ,
亚泰集团  600881,20071015,证券卖出,74154.93,2499,29.8,74526,人民币,20071015,-,2007,600881,亚泰集团  ,
亚泰集团  600881,20071015,证券卖出,147622.34,5000,29.65,147871.04,人民币,20071015,-,2007,600881,亚泰集团  ,
路桥建设  600263,20071015,证券买入,-147499.97,9100,16.14,371.07,人民币,20071015,-,2007,600263,路桥建设  ,
马钢CWB1  580010,20071016,证券买入,-56613.86,7000,8.078,123.98,人民币,20071016,-,2007,580010,马钢CWB1  ,
恒生电子  600570,20071016,证券卖出,56184.31,1700,33.19,56737.84,人民币,20071016,-,2007,600570,恒生电子  ,
马钢CWB1  580010,20071016,证券买入,-3223.4,400,8.046,553.53,人民币,20071016,-,2007,580010,马钢CWB1  ,
马钢CWB1  580010,20071016,证券买入,-15265.8,1900,8.025,3776.93,人民币,20071016,-,2007,580010,马钢CWB1  ,
恒生电子  600570,20071016,证券卖出,16429.7,500,33,19042.73,人民币,20071016,-,2007,600570,恒生电子  ,
路桥建设  600263,20071017,证券买入,-28413.74,1700,16.643,1197.15,人民币,20071017,-,2007,600263,路桥建设  ,
